Year,Gross
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(2015),90
(2012–2018),254
(2012–2018),266
(2012–2018),261
(2012–2018),263
(2012–2018),253
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(2007–2017),219
(2007–2017),529
(2007–2017),447
(1999– ),476
(1999– ),666
(1999– ),992
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(2007–2017),225
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(1986–1987),0
(2015),90
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(2015),87
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1996– ),31
(1996– ),91
(1996– ),74
(1996– ),118
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(2012– ),1681
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1991– ),0
(1996– ),68
(2012– ),1794
(2009–2019),81
(2009–2019),81
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(2006–2007),12
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1981–1992),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),6
(1990–1992),0
(1990–1992),6
(1990–1992),6
(1990–1992),0
(1990–1992),6
(1990–1992),0
(1990–1992),6
(1990–1992),0
(1990–1992),6
(1990–1992),6
(1990–1992),0
(1990–1992),6
(1990–1992),0
(1990–1992),8
(1990–1992),6
(1990–1992),6
(1990–1992),0
(1990–1992),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1990–1992),0
(1990–1992),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(2012– ),2000
(2015–2017),61
(2007–2017),283
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1998–1999),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1996–1997),0
(1996–1997),0
(1996–1997),0
(1996–1997),0
(2015–2017),57
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1997–2023),72
(1997–2023),70
(1997–2023),69
(1997–2023),153
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1999–2001),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(2007–2017),383
(2007–2017),548
(2007–2017),610
(1999– ),1713
(1999– ),2279
(1999– ),1700
(1999– ),1597
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(2015),88
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(1991),0
(2012– ),2124
(2015– ),234
(2015– ),212
(2015– ),203
(2015– ),197
(2015– ),197
(2015– ),183
(2015– ),212
(2015– ),194
(2015– ),220
(2015– ),215
(2015– ),255
(1991),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(2015–2017),28
(2012– ),2079
(2015– ),182
(2015– ),240
(2012–2018),251
(2012–2018),253
(2012–2018),258
(2012–2018),285
(2015–2017),62
(2015),86
(2012–2018),233
(2015–2018),812
(1997–2023),71
(1988–1997),144
(1988–1997),149
(1988–1997),164
(1997–2023),71
(2007–2017),1927
(2015–2018),649
(1988–1997),126
(1988–1997),132
(1988–1997),124
(1988–1997),161
(1988–1997),142
(1988–1997),142
(1988–1997),123
(1988–1997),125
(1988–1997),121
(1988–1997),125
(1988–1997),122
(1988–1997),151
(1988–1997),148
(1988–1997),187
(1988–1997),129
(1988–1997),116
(1988–1997),138
(1988–1997),142
(1988–1997),117
(1988–1997),113
(1988–1997),156
(1999– ),1740
(1999– ),1703
(1999– ),2084
(1999– ),1763
(1988–1997),129
(1988–1997),173
(1988–1997),193
(1988–1997),436
(1988–1997),163
(1988–1997),191
(1988–1997),169
(2014–2015),44
(2007–2017),249
(1997–2023),72
(1997–2023),99
(2015),82
(2012–2018),303
(1997–2023),65
(2007–2017),244
(2007–2017),1020
(2014–2015),45
(2014–2015),53
(2015–2016),45
(2015–2016),37
(2015–2018),595
(2015–2018),568
(2015–2018),605
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(1988–1989),0
(2015–2017),68
(2014–2015),45
(2015),82
(2015–2016),38
(2015–2016),167
(2015–2016),152
(2015–2016),144
(2014),27
(2007–2017),1195
(2000–2002),145
(2000–2002),134
(2000–2002),135
(2008–2015),11
(2008–2015),10
(2008–2015),10
(2008–2015),10
(2008–2015),10
(2008–2015),14
(2008–2015),12
(2011),18
(2011),19
(2011),18
(2011),18
(2011),17
(2011),16
(2011),17
(2011),18
(2011),17
(2011),19
(2015–2016),136
(2015–2016),134
(2009–2019),78
(2009–2019),77
(2009–2019),79
(2009–2019),76
(2009–2019),73
(2009–2019),76
(2009–2019),90
(2009–2019),77
(1999–2000),48
(1999–2000),52
(1999–2000),48
(1999–2000),47
(1997–2023),74
(1997–2023),80
(2008–2015),15
(1997–2023),74
(2009–2019),81
(2008–2015),10
(2008–2015),10
(2008–2015),10
(2008–2015),10
(2011),17
(1999–2000),45
(1999–2000),47
(1992–1997),55
(2015–2016),37
(1999– ),2031
(1999– ),3566
(1999– ),902
(1999– ),1694
(2015–2016),37
(2015–2016),36
(1990–1991),95
(1990–1991),86
(1990–1991),82
(2000–2002),140
(2000–2002),128
(2000–2002),120
(2000–2002),120
(2000–2002),140
(2000–2002),118
(2000–2002),118
(2000–2002),113
(2000–2002),122
(2000–2002),114
(2000–2002),122
(2000–2002),119
(2000–2002),147
(2000–2002),110
(2000–2002),113
(2000–2002),124
(2000–2002),122
(2000–2002),114
(2000–2002),107
(2000–2002),93
(2000–2002),112
(2000–2002),112
(2000–2002),143
(2000–2002),107
(2000–2002),103
(2000–2002),111
(2000–2002),107
(2000–2002),112
(2000–2002),111
(2000–2002),101
(2000–2002),105
(2000–2002),136
(2000–2002),112
(2000–2002),101
(1999–2000),48
(1999–2000),47
(1999–2000),45
(2000–2002),100
(2000–2002),97
(2000–2002),98
(2000–2002),107
(2000–2002),131
(2000–2002),110
(2000–2002),95
(2000–2002),91
(2000–2002),81
(2000–2002),96
(2000–2002),108
(2000–2002),182
(2000–2002),90
(2000–2002),100
(2000–2002),109
(2000–2002),87
(2000–2002),111
(2000–2002),94
(2000–2002),91
(2000–2002),95
(2000–2002),89
(2000–2002),87
(2015–2016),146
(2015–2016),242
(2015–2016),38
(2015– ),8
(2007–2017),475
(2007–2017),248
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2015–2018),508
(2007–2017),248
(2015),81
(2007–2017),847
(1997–2023),65
(2015),81
(2007–2017),261
(2015),82
(1997–2023),72
(1997–2023),68
(2015–2016),39
(1995–1996),0
(2014– ),11
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1995–1996),0
(1994),55
(1994),37
(1994),39
(1994),30
(1994),30
(2015–2016),85
(2015–2016),71
(2015–2016),65
(2015–2016),63
(2015–2016),59
(2015–2016),65
(2015–2016),59
(2015–2016),62
(2015–2016),62
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(1993),0
(2015–2016),59
(2015–2016),137
(2015–2016),169
(2015–2016),142
(2015–2016),37
(1997–2023),79
(2007–2017),242
(2014– ),10
(1991– ),12
(1991– ),19
(1991– ),9
(1991– ),9
(1991– ),8
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),8
(1991– ),8
(1991– ),0
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),0
(1991– ),7
(1991– ),7
(2007–2017),265
(2007–2017),223
(2007–2017),233
(2007–2017),227
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),0
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),0
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),7
(1991– ),14
(1989–1991),0
(1989–1991),0
(1989–1991),0
(1989–1991),0
(1989–1991),0
(1989–1991),0
(1989–1991),0
(1989–1991),0
(1989–1991),0
(1989–1991),0
(1989–1991),0
(1989–1991),0
(1989–1991),0
(1989–1991),0
(1989–1991),0
(2014– ),10
(1999– ),606
(2014– ),10
(2014– ),10
(2007–2017),228
(2014– ),10
(2015–2018),503
(2014– ),10
(1999– ),675
(1999– ),631
(1999– ),896
(2015–2016),58
(2015–2016),61
(2014– ),10
(2015–2016),37
(2014– ),10
(2014),32
(2014),30
(2015),83
(1997–2023),63
(2007–2017),224
(2014),29
(2014),31
(2014),30
(2014),30
(2014),30
(2014),30
(2014– ),11
(2009–2019),77
(2009–2019),88
(2009–2019),101
(2009–2019),96
(2009–2019),83
(2009–2019),78
(2009–2019),102
(2009–2019),93
(2014– ),13
(1996– ),116
(2014–2015),214
(2015–2017),49
(2015–2017),41
(2015–2017),36
(2015–2017),36
(2015–2017),33
(2015–2017),36
(2015–2017),41
(2015–2017),32
(2015–2017),31
(2015–2017),31
(2015–2017),33
(2015–2017),37
(2010– ),0
(2010– ),0
(2010– ),0
(2010– ),0
(2010– ),0
(2010– ),0
(2015–2016),35
(2015–2016),36
(1997–2023),64
(2015),82
(2015),73
(2015),65
(2015),64
(2015),61
(2015),61
(2015),60
(2015),57
(1997–2023),61
(2010),61
(2015),87
(2015),57
(2015),55
(2015),58
(2015),62
(1994–1995),17
(1994–1995),23
(1994–1995),17
(1994–1995),17
(1994–1995),18
(1994–1995),18
(1994–1995),17
(1994–1995),16
(1994–1995),15
(1994–1995),15
(1994–1995),15
(1994–1995),14
(1994–1995),15
(1994–1995),14
(1994–1995),13
(1994–1995),13
(1994–1995),16
(1994–1995),14
(1994–1995),17
(1994–1995),12
(1994–1995),10
(1994–1995),11
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),10
(1994–1995),15
(1994–1995),11
(1994–1995),11
(1994–1995),14
(1996– ),30
(1996– ),35
(1996– ),35
(1996– ),33
(1996– ),35
(1996– ),26
(1996– ),24
(1996– ),25
(1996– ),35
(1996– ),38
(1996– ),28
(1996– ),27
(1996– ),29
(1996– ),30
(2009–2019),83
(1999– ),1136
(2015–2016),159
(2015–2016),142
(2015–2016),205
(1999– ),590
(1999– ),1673
(1999– ),1223
(1999– ),1144
(2015–2019),4236
(2015–2019),4175
(2011–2013),41
